authority,region,location,sampleID,Aluminium,Ammonium,Conductivity,Fluoride,Iron,Nitrate,pH,Sodium,Total Chlorine,Turbidity
6,292,loc1875,2790,15,NA,143,NA,7,NA,7.2,NA,0.46,NA
6,292,loc1876,2791,15,NA,134,NA,40,NA,7.1,NA,0.5,0.22
6,292,loc1877,2792,13,NA,137,NA,20,NA,7.4,NA,0.43,0.19
6,292,loc1878,2793,31,0.0128571,197,NA,11,NA,7.6,NA,0.55,0.13
6,292,loc1879,2794,18,NA,145,NA,222,NA,7.9,NA,0.58,0.2
6,292,loc1880,2795,42,NA,142,NA,33,NA,7.4,NA,0.62,0.27
6,292,loc1881,2796,22,NA,133,NA,15,NA,7.6,NA,0.49,0.22
6,292,loc1882,2797,14,NA,139,NA,48,NA,7.5,NA,0.47,NA
6,292,loc1883,2798,21,NA,143,0.67,97,2.65714,7.5,7.2,0.62,0.29
6,292,loc1884,2799,12,NA,139,NA,85,NA,7.5,NA,0.47,NA
6,292,loc1885,2800,20,NA,130,NA,15,NA,7.6,NA,0.42,0.23
6,292,loc1886,2801,22,NA,141,NA,16,NA,7.4,NA,0.71,0.36
6,292,loc1887,2802,25,NA,351,NA,11,NA,7.6,NA,0.53,NA
6,292,loc1888,2803,30,NA,148,NA,10,NA,7.8,NA,0.3,NA
6,292,loc1889,2804,30,NA,148,NA,12,NA,7.9,NA,0.41,NA
6,292,loc1890,2805,22,NA,132,NA,29,NA,7.7,NA,0.54,0.33
6,292,loc1891,2806,25,NA,139,NA,25,NA,7.6,NA,0.69,0.47
6,292,loc1892,2807,26,NA,145,NA,10,NA,7.8,NA,0.5,0.19
6,292,loc1893,2808,16,0.0128571,149,NA,25,NA,7.6,NA,0.33,NA
6,292,loc1894,2809,39,0.0128571,145,NA,541,NA,7.6,NA,0.57,2.05
6,292,loc1895,2810,18,NA,138,NA,257,NA,7.9,NA,0.42,0.19
6,292,loc1896,2811,15,NA,143,NA,11,NA,7.4,NA,0.4,0.25
6,292,loc1897,2812,25,NA,141,NA,24,NA,7.4,NA,0.56,0.48
6,292,loc1898,2813,38,NA,145,NA,27,NA,7.9,NA,0.4,0.24
6,292,loc1899,2814,12,NA,133,NA,23,NA,7.4,NA,0.37,0.1
6,292,loc1900,2815,19,0.0128571,133,NA,52,NA,7.4,NA,0.53,0.31
6,292,loc1901,2816,29,NA,144,NA,23,NA,7.7,NA,0.89,0.41
6,292,loc1902,2817,24,NA,380,NA,22,NA,7.4,NA,0.53,0.1
6,292,loc1903,2818,13,NA,140,NA,134,NA,7.4,NA,0.42,0.19
6,292,loc1904,2819,29,NA,142,NA,17,NA,7.8,NA,0.47,0.22
6,292,loc1905,2820,14,NA,142,NA,23,NA,7.6,NA,0.88,0.27
6,292,loc1906,2821,28,NA,140,0.7,30,2.30286,7.7,8,0.48,0.37
6,292,loc1907,2822,17,NA,147,NA,34,NA,7.8,NA,0.55,0.25
6,292,loc1908,2823,75,NA,142,NA,215,NA,7.7,NA,0.47,NA
6,292,loc1909,2824,17,NA,142,NA,8,NA,7.5,NA,0.46,0.33
6,292,loc1910,2825,76,NA,144,NA,588,NA,7.8,NA,0.51,5.12
6,292,loc1911,2826,26,NA,220,NA,20,NA,7.6,NA,0.85,0.37
6,292,loc1912,2827,24,NA,142,NA,12,NA,7.5,NA,1.48,0.38
6,292,loc1913,2828,20,NA,175,NA,10,NA,7.6,NA,0.59,0.23
6,292,loc1914,2829,21,NA,134,NA,53,NA,7.5,NA,0.49,0.28
6,292,loc1915,2830,24,NA,140,0.74,172,2.83429,7.6,8,0.52,0.92
6,292,loc1916,2831,20,NA,138,NA,20,NA,7.6,NA,0.46,0.24
6,292,loc1917,2832,18,NA,141,NA,124,NA,7.6,NA,0.24,0.27
6,292,loc1918,2833,20,NA,138,NA,31,NA,7.4,NA,0.77,0.34
6,292,loc1919,2834,13,NA,139,NA,35,NA,7.7,NA,0.72,0.24
6,292,loc1920,2835,15,0.0128571,137,NA,11,NA,7.6,NA,0.83,0.37
6,292,loc1921,2836,22,NA,139,NA,10,NA,7.7,NA,0.53,0.36
6,292,loc1922,2837,26,NA,143,NA,18,NA,7.6,NA,0.88,0.4
6,292,loc1923,2838,28,0.0514286,150,NA,6,NA,8,NA,0.4,0.19
6,292,loc1924,2839,27,0.0257143,140,NA,16,NA,7.5,NA,1.36,0.89
6,292,loc1925,2840,25,NA,166,NA,37,NA,7.6,NA,0.72,0.19
6,292,loc1926,2841,32,NA,144,NA,25,NA,7.7,NA,0.38,0.44
6,292,loc1927,2842,22,NA,140,0.72,29,2.70143,7.6,8,0.46,0.4
6,292,loc1928,2843,20,NA,137,NA,20,NA,7.4,NA,0.96,0.5
6,292,loc1929,2844,27,NA,148,NA,6,NA,7.8,NA,0.49,0.26
6,292,loc1930,2845,39,NA,142,NA,293,NA,7.8,NA,0.42,0.34
6,292,loc1931,2846,16,NA,140,0.69,54,2.65714,7.4,8,0.8,0.39
6,292,loc1932,2847,25,0.0257143,143,NA,12,NA,7.8,NA,0.44,NA
6,292,loc1933,2848,24,NA,152,NA,27,NA,7.8,NA,0.38,0.12
6,292,loc1934,2849,17,NA,136,NA,24,NA,7.5,NA,0.58,0.22
6,292,loc1935,2850,18,NA,140,NA,67,NA,7.5,NA,0.44,0.36
6,292,loc1936,2851,22,NA,134,NA,15,NA,7.6,NA,0.81,0.35
6,292,loc1937,2852,32,NA,135,NA,46,NA,7.4,NA,1.21,0.4
6,292,loc1938,2853,19,NA,138,NA,38,NA,7.7,NA,0.53,0.26
6,292,loc1939,2854,27,NA,142,NA,218,NA,8,NA,0.47,0.18
6,292,loc1940,2855,16,NA,136,NA,21,NA,7.3,NA,0.54,0.17
6,292,loc1941,2856,23,NA,146,NA,7,NA,7.7,NA,0.4,0.19
6,292,loc1942,2857,42,NA,148,NA,26,NA,8.1,NA,0.49,0.32
6,292,loc1943,2858,15,NA,140,NA,63,NA,7.6,NA,0.66,0.28
6,292,loc1944,2859,55,NA,139,NA,71,NA,7.6,NA,0.53,1.85
6,292,loc1945,2860,16,NA,132,NA,21,NA,7.5,NA,0.6,0.16
6,292,loc1946,2861,26,NA,142,NA,17,NA,7.7,NA,0.42,0.21
6,292,loc1947,2862,41,NA,140,NA,31,NA,7.6,NA,0.47,0.46
6,292,loc1948,2863,14,0.0257143,137,NA,24,NA,7.5,NA,0.44,0.15
6,292,loc1949,2864,16,NA,141,NA,35,NA,7.6,NA,1.33,0.39
6,292,loc1950,2865,23,NA,140,NA,15,NA,7.6,NA,0.96,0.49
6,292,loc1951,2866,20,NA,136,NA,23,NA,7.4,NA,0.44,0.11
6,292,loc1952,2867,17,NA,137,NA,26,NA,7.6,NA,0.4,0.4
6,292,loc1953,2868,31,0.0128571,144,NA,52,NA,7.7,NA,0.31,0.24
6,292,loc1954,2869,18,NA,186,NA,29,NA,7.3,NA,0.31,0.13
6,292,loc1955,2870,27,NA,153,NA,11,NA,7.9,NA,0.44,0.26
6,292,loc1956,2871,23,NA,150,NA,17,NA,7.6,NA,0.41,NA
6,292,loc1957,2872,24,NA,141,NA,18,NA,7.5,NA,0.62,0.35
6,292,loc1958,2873,23,NA,142,NA,28,NA,7.8,NA,0.57,0.24
6,292,loc1959,2874,16,NA,138,NA,31,NA,7.4,NA,0.58,0.36
6,292,loc1960,2875,29,NA,146,NA,15,NA,7.9,NA,0.42,0.17
6,292,loc1961,2876,30,NA,146,NA,9,NA,8,NA,0.58,NA
6,292,loc1962,2877,29,NA,149,NA,7,NA,7.9,NA,0.51,0.16
6,292,loc1963,2878,17,0.0128571,133,NA,25,NA,7.4,NA,0.44,0.17
6,292,loc1964,2879,34,NA,143,NA,40,NA,7.7,NA,0.93,0.7
6,292,loc1965,2880,23,NA,150,NA,156,NA,7.8,NA,0.47,0.13
6,292,loc1966,2881,14,NA,146,NA,9,NA,7.6,NA,0.61,0.4
6,292,loc1967,2882,11,NA,143,NA,23,NA,7.5,NA,1.04,0.24
6,292,loc1968,2883,29,NA,140,NA,99,NA,7.6,NA,0.55,0.46
6,292,loc1970,2884,26,NA,143,NA,13,NA,7.5,NA,1.1,0.38
6,292,loc1971,2885,38,NA,148,NA,48,NA,7.9,NA,0.46,0.17
6,292,loc1972,2886,26,NA,140,NA,23,NA,7.5,NA,0.87,0.73
6,292,loc1973,2887,19,NA,146,NA,26,NA,7.7,NA,0.43,0.23
6,292,loc1974,2888,26,NA,144,NA,9,NA,7.4,NA,0.54,0.4
6,292,loc1975,2889,34,NA,145,NA,11,NA,7.8,NA,0.66,0.2
6,292,loc1976,2890,15,NA,150,NA,14,NA,7.8,NA,0.62,0.15
6,292,loc1977,2891,29,NA,138,NA,18,NA,7.6,NA,0.44,0.28
6,292,loc1978,2892,30,NA,146,NA,40,NA,7.6,NA,0.28,0.16
6,292,loc1979,2893,18,NA,151,NA,4,NA,7.7,NA,0.54,NA
6,292,loc1979,2894,61,NA,141,NA,49,NA,7.4,NA,0.41,NA
6,292,loc1980,2895,44,NA,147,NA,6,NA,8,NA,0.29,NA
6,292,loc1981,2896,28,NA,149,NA,22,NA,7.9,NA,0.39,0.28
6,292,loc1982,2897,22,NA,137,NA,25,NA,7.4,NA,0.29,0.21
6,292,loc1983,2898,24,NA,134,NA,14,NA,7.5,NA,0.44,0.29
6,292,loc1984,2899,15,NA,145,NA,26,NA,7.3,NA,0.47,0.16
6,292,loc1985,2900,14,0.0128571,148,NA,55,NA,7.5,NA,0.41,NA
6,292,loc1986,2901,24,NA,144,NA,17,NA,7.6,NA,0.97,0.48
6,292,loc1987,2902,29,NA,141,NA,14,NA,7.5,NA,0.92,0.45
6,292,loc1988,2903,20,0.0128571,135,NA,16,NA,7.6,NA,0.43,0.36
6,292,loc1989,2904,18,NA,135,NA,34,NA,7.3,NA,0.46,0.13
6,292,loc1990,2905,14,NA,135,NA,25,NA,7.2,NA,0.44,0.26
6,292,loc1991,2906,16,0.0128571,129,NA,202,NA,7.4,NA,0.5,0.25
6,292,loc1992,2907,29,NA,136,0.62,20,3.27714,7.4,8,0.99,0.25
6,292,loc1993,2908,12,NA,136,NA,18,NA,7.4,NA,0.52,0.33
6,292,loc1994,2909,25,NA,141,NA,91,NA,7.5,NA,0.63,0.22
6,292,loc1995,2910,25,NA,150,NA,10,NA,7.6,NA,0.46,0.21
6,292,loc1996,2911,19,NA,142,NA,14,NA,7.5,NA,0.68,0.2
6,292,loc1997,2912,43,NA,147,NA,13,NA,7.9,NA,0.29,0.15
6,292,loc1998,2913,16,0.0128571,136,0.65,51,2.74571,7.5,8,0.86,0.25
6,292,loc1999,2914,14,NA,138,NA,29,NA,7.5,NA,0.63,NA
6,292,loc2000,2915,48,NA,139,NA,97,NA,7.4,NA,0.68,1.45
6,292,loc2001,2916,13,NA,138,NA,148,NA,7.4,NA,0.44,0.81
6,292,loc2002,2917,19,NA,142,NA,25,NA,7.4,NA,0.99,0.55
6,292,loc2003,2918,35,NA,261,NA,54,NA,7.5,NA,0.17,0.16
6,292,loc2004,2919,28,0.0128571,140,NA,96,NA,7.8,NA,0.53,0.13
6,292,loc2005,2920,23,NA,141,NA,21,NA,7.4,NA,0.71,0.21
6,292,loc2006,2921,21,NA,142,0.71,7,1.94857,7.7,8,0.46,0.23
6,292,loc2007,2922,26,0.0128571,141,NA,33,NA,7.7,NA,0.28,0.22
6,292,loc2008,2923,12,NA,136,NA,11,NA,7.4,NA,0.42,0.17
6,292,loc2009,2924,25,NA,143,NA,31,NA,7.6,NA,0.61,0.36
6,292,loc2010,2925,31,NA,183,NA,66,NA,7.4,NA,0.46,0.36
6,292,loc2011,2926,29,NA,145,NA,29,NA,7.7,NA,0.53,0.38
6,292,loc2012,2927,15,0.0128571,133,NA,18,NA,7.3,NA,1.18,0.27
6,292,loc2013,2928,26,NA,142,NA,26,NA,7.7,NA,0.81,0.31
6,292,loc2014,2929,24,NA,139,NA,36,NA,7.7,NA,0.31,0.3
6,292,loc2015,2930,26,NA,142,NA,37,NA,7.7,NA,0.77,0.31
6,292,loc2016,2931,23,NA,149,NA,15,NA,7.9,NA,0.18,0.13
6,292,loc2017,2932,29,NA,139,NA,53,NA,7.5,NA,0.78,0.1
6,292,loc2018,2933,19,0.0128571,140,NA,16,NA,7.6,NA,0.33,0.2
6,292,loc2019,2934,25,NA,143,NA,12,NA,7.7,NA,0.62,0.26
6,292,loc2020,2935,17,NA,140,NA,27,NA,7.4,NA,0.66,0.22
6,292,loc2021,2936,20,NA,139,NA,180,NA,7.5,NA,0.33,0.75
6,292,loc2022,2937,15,0.0128571,148,NA,18,NA,7.5,NA,0.46,0.17
6,292,loc2023,2938,24,NA,144,NA,8,NA,7.5,NA,0.48,0.3
6,292,loc2024,2939,26,NA,138,NA,34,NA,7.4,NA,1.21,0.52
6,292,loc2025,2940,28,NA,138,NA,29,NA,7.2,NA,1.08,0.37
6,292,loc2026,2941,22,NA,141,NA,28,NA,7.5,NA,0.56,0.2
6,292,loc2027,2942,16,NA,138,NA,44,NA,7.6,NA,0.55,0.28
6,292,loc2028,2943,30,NA,140,NA,29,NA,7.6,NA,0.46,1.04
6,292,loc2029,2944,39,NA,142,NA,39,NA,7.6,NA,0.78,0.22
6,292,loc2030,2945,19,NA,143,NA,53,NA,7.4,NA,0.58,0.43
6,292,loc2031,2946,30,NA,145,NA,21,NA,7.8,NA,0.48,0.3
6,292,loc2032,2947,18,NA,149,NA,23,NA,7.7,NA,0.49,0.24
6,292,loc2033,2948,26,NA,146,NA,18,NA,7.6,NA,0.47,0.33
6,292,loc2034,2949,32,NA,144,NA,48,NA,7.7,NA,0.46,0.2
6,292,loc2035,2950,24,NA,144,NA,39,NA,7.5,NA,0.51,0.68
6,292,loc2036,2951,29,NA,145,NA,12,NA,7.9,NA,0.22,0.1
6,292,loc2037,2952,22,NA,144,NA,8,NA,7.3,NA,0.96,0.28
6,292,loc2038,2953,26,NA,152,NA,19,NA,7.8,NA,0.41,0.25
6,292,loc2039,2954,22,NA,140,NA,74,NA,7.8,NA,0.51,0.15
6,292,loc2040,2955,31,NA,143,NA,23,NA,7.6,NA,0.93,0.39
6,292,loc2041,2956,37,NA,140,NA,32,NA,7.6,NA,0.53,0.24
6,292,loc2042,2957,10,NA,132,NA,124,NA,7.5,NA,0.41,0.35
6,292,loc2043,2958,32,NA,147,NA,27,NA,8.1,NA,0.42,0.3
6,292,loc2044,2959,28,NA,144,NA,23,NA,7.7,NA,1.07,0.28
6,292,loc2045,2960,23,0.0385714,132,NA,18,NA,7.4,NA,0.91,0.32
6,292,loc2046,2961,23,NA,134,NA,30,NA,7.2,NA,0.47,0.22
6,292,loc2047,2962,13,NA,142,NA,15,NA,7.5,NA,0.57,0.26
6,292,loc2048,2963,53,NA,145,NA,67,NA,7.6,NA,0.33,1.2
6,292,loc2049,2964,24,NA,142,NA,88,NA,7.5,NA,0.38,0.31
6,292,loc2050,2965,34,0.0128571,154,NA,39,NA,7.9,NA,0.26,0.18
6,292,loc2051,2966,42,NA,142,NA,27,NA,7.6,NA,0.41,0.15
6,292,loc2052,2967,12,NA,145,NA,14,NA,7.4,NA,0.36,0.16
6,292,loc2053,2968,25,0.0128571,147,NA,39,NA,7.8,NA,0.31,0.26
6,292,loc2054,2969,26,NA,141,NA,25,NA,7.5,NA,0.66,0.38
6,292,loc2055,2970,28,NA,140,NA,506,NA,7.8,NA,0.13,0.66
6,292,loc2056,2971,53,NA,139,0.71,1206,2.17,7.8,9,0.13,1
6,292,loc2057,2972,27,NA,152,NA,50,NA,7.8,NA,0.46,0.11
6,292,loc2058,2973,27,NA,145,NA,19,NA,7.8,NA,0.49,0.11
6,292,loc2059,2974,15,NA,144,NA,57,NA,7.5,NA,0.55,0.13
6,292,loc2060,2975,42,NA,140,NA,85,NA,7.6,NA,0.46,0.8
6,292,loc2061,2976,34,NA,147,NA,8,NA,7.8,NA,0.48,0.16
6,292,loc2062,2977,20,NA,133,NA,17,NA,7.5,NA,0.23,0.24
6,292,loc2063,2978,35,NA,142,NA,44,NA,7.4,NA,0.49,0.32
6,292,loc2064,2979,40,NA,142,NA,38,NA,7.6,NA,0.46,0.32
6,292,loc2065,2980,17,NA,136,0.66,18,2.30286,7.5,8,0.58,0.44
6,292,loc2066,2981,22,NA,136,NA,55,NA,7.6,NA,0.13,0.29
6,292,loc2067,2982,27,NA,142,0.7,39,2.48,7.6,8,0.71,0.43
6,292,loc2068,2983,30,NA,147,NA,12,NA,8,NA,0.64,NA
6,292,loc2069,2984,30,NA,140,NA,22,NA,7.5,NA,0.92,0.23
6,292,loc2070,2985,28,NA,150,NA,9,NA,7.8,NA,0.29,0.11
6,292,loc2071,2986,34,NA,149,NA,16,NA,8.1,NA,0.18,0.14
6,292,loc2072,2987,18,0.0128571,130,NA,18,NA,7.5,NA,0.48,0.15
6,292,loc2073,2988,24,NA,134,NA,224,NA,7.4,NA,0.86,0.31
6,292,loc2073,2989,14,NA,134,NA,174,NA,7.4,NA,0.18,0.15
7,293,loc2074,2990,15,NA,142,NA,66,NA,7.5,NA,1.54,0.38
7,293,loc2075,2991,21,NA,129,0.73,24,4.07429,7.7,7,0.13,0.21
7,293,loc2076,2992,26,NA,114,NA,24,NA,7.6,NA,0.11,0.26
7,293,loc2077,2993,25,0.0128571,141,NA,22,NA,7.6,NA,0.54,0.38
7,293,loc2078,2994,24,NA,136,NA,21,NA,7.7,NA,0.39,0.31
7,293,loc2079,2995,31,NA,135,NA,11,NA,7.6,NA,0.74,0.45
7,293,loc2080,2996,27,NA,137,0.6,12,3.27714,7.4,7,1.04,0.14
7,293,loc2081,2997,19,NA,133,NA,13,NA,7.7,NA,0.43,0.19
7,293,loc2082,2998,23,NA,137,NA,20,NA,7.4,NA,1.4,0.24
7,293,loc2083,2999,14,NA,136,NA,21,NA,7.4,NA,1,0.26
7,293,loc2084,3000,19,NA,134,NA,45,NA,7.4,NA,0.5,0.26
7,293,loc2085,3001,19,NA,138,NA,220,NA,7.8,NA,0.07,0.18
7,293,loc2086,3002,27,0.0128571,128,NA,33,NA,7.6,NA,0.14,0.41
7,293,loc2087,3003,18,NA,120,NA,55,NA,7.3,NA,0.23,0.28
7,293,loc2088,3004,19,NA,121,NA,68,NA,7.7,NA,0.09,0.35
7,293,loc2089,3005,28,0.0128571,114,NA,109,NA,7.7,NA,0.08,0.26
7,293,loc2090,3006,21,NA,139,NA,27,NA,7.5,NA,0.55,0.27
7,293,loc2091,3007,11,NA,133,NA,9,NA,7.4,NA,0.71,0.12
7,293,loc2092,3008,25,NA,137,NA,13,NA,7.4,NA,1.4,0.25
7,293,loc2093,3009,25,NA,140,NA,20,NA,7.8,NA,0.28,0.32
7,293,loc2094,3010,13,0.0128571,134,NA,20,NA,7.4,NA,0.72,0.14
7,293,loc2095,3011,19,NA,132,NA,9,NA,7.6,NA,0.52,0.29
7,293,loc2096,3012,30,NA,142,NA,80,NA,7.6,NA,0.43,0.3
7,293,loc2097,3013,16,NA,132,NA,13,NA,7.5,NA,0.54,0.13
7,293,loc2098,3014,20,NA,134,NA,15,NA,7.6,NA,0.52,0.24
7,293,loc2099,3015,16,0.0128571,129,NA,102,NA,7.3,NA,0.1,0.14
7,293,loc2100,3016,10,0.0128571,136,NA,123,NA,7.4,NA,0.3,0.13
7,293,loc2101,3017,43,NA,128,NA,32,NA,7.6,NA,0.1,0.17
7,293,loc2102,3018,47,NA,134,NA,19,NA,8.3,NA,0.09,0.21
7,293,loc2103,3019,14,NA,118,NA,25,NA,7.8,NA,0.22,0.28
7,293,loc2104,3020,18,NA,132,0.66,22,2.56857,7.6,8,0.44,0.31
7,293,loc2105,3021,21,0.0771429,116,NA,91,NA,7.4,NA,0.08,0.28
7,293,loc2106,3022,25,NA,139,NA,13,NA,7.7,NA,0.7,0.31
7,293,loc2107,3023,31,NA,140,NA,23,NA,7.6,NA,0.99,0.42
7,293,loc2108,3024,24,NA,143,NA,139,NA,7.5,NA,0.68,0.39
7,293,loc2109,3025,13,NA,132,NA,24,NA,7.4,NA,0.5,0.14
7,293,loc2110,3026,24,0.0128571,115,NA,57,NA,7.6,NA,0.17,0.12
7,293,loc2111,3027,14,NA,135,0.69,44,2.08143,7.5,8,0.66,0.32
7,293,loc2112,3028,14,0.0128571,123,NA,39,NA,7.8,NA,0.13,0.1
7,293,loc2113,3029,26,NA,131,NA,24,NA,7.8,NA,0.12,0.25
7,293,loc2114,3030,26,NA,126,NA,39,NA,7.7,NA,0.37,0.34
7,293,loc2115,3031,21,NA,140,NA,24,NA,7.4,NA,1.1,0.21
7,293,loc2116,3032,31,NA,143,NA,20,NA,7.8,NA,1.08,0.29
7,293,loc2117,3033,17,NA,138,NA,26,NA,7.6,NA,0.71,0.21
7,293,loc2118,3034,23,NA,140,NA,46,NA,7.4,NA,0.88,0.48
7,293,loc2119,3035,16,NA,134,NA,10,NA,7.6,NA,0.89,0.23
7,293,loc2120,3036,17,NA,135,NA,32,NA,7.6,NA,0.65,0.23
7,293,loc2121,3037,13,NA,134,NA,23,NA,7.3,NA,0.66,0.18
7,293,loc2122,3038,39,NA,133,NA,16,NA,8,NA,0.14,0.23
7,293,loc2123,3039,11,0.0128571,123,NA,118,NA,7.4,NA,0.13,0.1
7,293,loc2124,3040,24,NA,143,NA,8,NA,7.6,NA,0.87,0.46
7,293,loc2125,3041,19,NA,133,NA,67,NA,7.3,NA,0.43,0.26
7,293,loc2126,3042,20,NA,141,NA,15,NA,7.5,NA,0.53,0.2
7,293,loc2127,3043,33,NA,137,0.67,27,3.18857,7.4,8,0.81,0.57
7,293,loc2128,3044,21,NA,132,NA,14,NA,7.5,NA,0.22,0.29
7,293,loc2129,3045,14,NA,135,NA,15,NA,7.4,NA,0.56,NA
7,293,loc2130,3046,25,NA,143,0.71,15,2.43571,7.6,8,0.72,0.23
7,293,loc2131,3047,12,NA,124,NA,45,NA,7.5,NA,0.12,NA
7,293,loc2132,3048,18,NA,115,NA,19,NA,8,NA,0.2,0.16
7,293,loc2133,3049,26,NA,146,NA,10,NA,7.7,NA,0.84,0.2
7,293,loc2134,3050,24,NA,131,NA,23,NA,7.4,NA,0.62,0.35
7,293,loc2135,3051,27,0.0128571,135,NA,26,NA,7.6,NA,0.52,0.36
7,293,loc2136,3052,23,NA,140,NA,17,NA,7.6,NA,0.46,0.19
7,294,loc2137,3053,10,NA,137,NA,13,NA,7.2,NA,0.09,NA
7,294,loc2138,3054,11,0.0128571,155,NA,124,NA,7.2,NA,0.1,0.2
7,294,loc2139,3055,11,NA,156,NA,1,NA,7.1,NA,0.3,NA
7,294,loc2140,3056,13,NA,147,NA,7,NA,7.2,NA,0.49,NA
7,294,loc2141,3057,16,NA,147,NA,126,NA,7,NA,0.31,0.29
7,294,loc2142,3058,14,0.0128571,155,NA,5,NA,7.3,NA,0.36,NA
7,294,loc2143,3059,25,NA,147,NA,15,NA,7.2,NA,NA,0.29
7,294,loc2144,3060,13,NA,158,0.62,3,2.03714,7.3,11,0.53,0.11
7,294,loc2145,3061,13,NA,162,NA,7,NA,7.2,NA,0.35,0.12
7,294,loc2146,3062,15,NA,148,NA,11,NA,7.3,NA,0.13,NA
7,294,loc2147,3063,15,NA,153,NA,6,NA,7.4,NA,0.29,NA
7,294,loc2148,3064,15,NA,154,NA,5,NA,7.3,NA,0.4,0.1
7,294,loc2149,3065,14,NA,155,NA,10,NA,7.2,NA,0.37,NA
7,294,loc2150,3066,12,NA,143,NA,22,NA,7,NA,0.31,NA
7,294,loc2151,3067,17,NA,159,NA,6,NA,7.2,NA,0.34,0.16
7,294,loc2152,3068,16,NA,154,0.66,9,1.24,7.4,14,0.46,0.11
7,294,loc2153,3069,9,0.0128571,145,0.64,26,1.37286,7.2,12,0.31,NA
7,294,loc2154,3070,13,NA,151,NA,46,NA,7.5,NA,0.29,0.13
7,294,loc2155,3071,14,NA,153,0.64,137,1.41714,7.3,14,0.13,0.17
7,294,loc2156,3072,15,NA,154,NA,9,NA,7.3,NA,0.34,NA
7,294,loc2157,3073,14,NA,158,NA,42,NA,7.3,NA,0.37,NA
7,294,loc2158,3074,12,NA,153,NA,14,NA,7.4,NA,0.33,NA
7,294,loc2159,3075,14,NA,155,NA,16,NA,7.2,NA,0.36,NA
7,294,loc2160,3076,21,NA,154,NA,6,NA,7.5,NA,0.32,0.44
7,294,loc2161,3077,7,0.0128571,150,NA,116,NA,7.2,NA,0.17,0.2
7,294,loc2162,3078,19,NA,148,NA,30,NA,7.1,NA,0.3,NA
7,294,loc2163,3079,28,NA,152,NA,7,NA,7.9,NA,0.3,0.27
7,294,loc2164,3080,12,NA,152,NA,83,NA,7.1,NA,0.08,NA
7,294,loc2165,3081,18,NA,153,NA,14,NA,7.1,NA,0.32,NA
7,294,loc2166,3082,19,NA,156,NA,37,NA,7.4,NA,0.37,0.1
7,294,loc2167,3083,15,0.0257143,150,NA,119,NA,7.1,NA,0.03,0.2
7,294,loc2168,3084,10,NA,141,NA,6,NA,7.1,NA,0.47,NA
7,294,loc2169,3085,16,NA,164,NA,140,NA,7.3,NA,0.36,0.19
7,294,loc2170,3086,14,NA,150,NA,18,NA,7.4,NA,0.26,0.18
7,294,loc2171,3087,24,NA,150,NA,205,NA,7.1,NA,0.33,0.24
7,294,loc2172,3088,13,NA,146,NA,4,NA,7.3,NA,0.54,NA
7,294,loc2173,3089,32,NA,144,NA,45,NA,8.1,NA,0.33,0.14
7,294,loc2174,3090,8,0.0128571,141,NA,129,NA,7,NA,0.13,0.13
7,294,loc2175,3091,10,NA,155,NA,177,NA,7.1,NA,0.34,0.18
7,294,loc2176,3092,12,NA,149,NA,8,NA,7.2,NA,0.29,NA
7,294,loc2177,3093,14,NA,152,NA,2,NA,7.2,NA,0.35,NA
7,294,loc2178,3094,15,NA,158,NA,5,NA,7.2,NA,0.34,NA
7,294,loc2179,3095,26,NA,148,NA,13,NA,7.9,NA,0.33,NA
7,294,loc2180,3096,15,NA,152,0.68,6,1.94857,7.4,11.3,0.53,0.23
7,294,loc2181,3097,18,NA,147,NA,4,NA,7,NA,0.32,0.11
7,294,loc2182,3098,18,0.0128571,157,NA,15,NA,7.2,NA,0.34,0.27
7,295,loc2183,3099,52,NA,118,NA,16,NA,7.4,NA,0.67,0.13
7,295,loc2184,3100,57,NA,110,NA,25,NA,7.2,NA,0.52,NA
7,295,loc2185,3101,45,NA,147,NA,35,NA,7.3,NA,0.61,0.11
7,295,loc2186,3102,32,0.0128571,136,NA,22,NA,7,NA,0.18,0.1
7,295,loc2187,3103,NA,NA,113,NA,NA,NA,7.4,NA,0.6,NA
7,295,loc2188,3104,54,NA,144,NA,23,NA,7.3,NA,0.6,NA
7,295,loc2189,3105,46,0.0128571,111,0.63,12,6.24429,7.1,15,0.83,0.1
7,295,loc2190,3106,37,NA,115,NA,23,NA,7.3,NA,0.51,NA
7,295,loc2191,3107,42,NA,129,0.76,29,3.36571,7.2,19,0.6,0.1
7,296,loc2192,3108,NA,NA,521,NA,NA,NA,7.4,NA,0.3,NA
7,296,loc2193,3109,NA,NA,543,NA,0.78,NA,7.3,NA,0.32,0.23
7,296,loc2194,3110,1,NA,550,NA,1,NA,7.2,NA,0.38,0.1
7,296,loc2195,3111,NA,NA,539,NA,NA,NA,7.3,NA,0.42,0.15
7,296,loc2196,3112,41,NA,537,NA,15,NA,7.2,NA,0.33,NA
7,296,loc2197,3113,NA,NA,519,NA,0.71,NA,7.3,NA,0.31,NA
7,296,loc2198,3114,NA,NA,554,NA,NA,NA,7.4,NA,0.5,NA
7,296,loc2199,3115,NA,NA,536,0.73,NA,16.4743,7.2,20,0.37,NA
7,296,loc2200,3116,NA,NA,523,0.6,1,14.4371,7.2,165,0.11,0.12
7,297,loc2201,3117,8,0.0128571,200,NA,15,NA,7.4,NA,0.41,0.16
