authority,region,location,sampleID,Aluminium,Ammonium,Conductivity,Fluoride,Iron,Nitrate,pH,Sodium,Total Chlorine,Turbidity
16,1032,loc5529,7098,28.6,NA,464,NA,NA,5.58,7.4,NA,0.76,0.34
16,1032,loc5530,7099,29.6,NA,516,NA,NA,5.18,7.4,NA,0.68,0.14
16,1032,loc5531,7100,31.8,NA,511,NA,NA,5.26,7.4,15.8,0.74,0.41
16,1032,loc5532,7101,42.6,NA,514,NA,NA,5.52,7.5,NA,0.76,0.4
16,1032,loc5533,7102,63.8,NA,503,NA,NA,5.91,7.7,14.8,0.35,0.41
16,1032,loc5534,7103,22,NA,452,NA,NA,NA,7.5,NA,0.24,0.7
16,1032,loc5535,7104,23,NA,452,NA,NA,NA,7.6,NA,0.24,0.72
16,1032,loc5536,7105,42.6,NA,504,NA,NA,7.72,7.7,NA,0.53,0.3
16,1032,loc5537,7106,41.7,NA,544,NA,NA,5.64,7.6,16.4,0.87,0.5
16,1032,loc5538,7107,26.5,NA,467,NA,NA,5.45,7.4,NA,0.72,0.36
16,1032,loc5539,7108,30.8,NA,474,NA,NA,7.42,7.5,NA,0.69,0.2
16,1032,loc5540,7109,31.7,NA,469,NA,NA,8.89,7.5,NA,0.76,0.61
16,1032,loc5540,7110,30.4,NA,492,NA,NA,5.77,7.5,NA,0.44,0.38
16,1032,loc5540,7111,52.4,NA,526,NA,NA,3.94,7.6,16,0.3,0.45
16,1032,loc5540,7112,50.5,NA,517,NA,NA,4.1,7.7,NA,0.1,0.32
16,1032,loc5541,7113,25,NA,487,0.08,NA,6.04,7.4,13.3,0.73,0.57
16,1032,loc5542,7114,59,NA,487,NA,NA,6.01,7.4,NA,0.95,0.5
16,1032,loc5543,7115,32.4,NA,514,NA,NA,5.27,7.4,NA,0.74,0.61
16,1032,loc5544,7116,38.8,NA,471,NA,NA,7.11,7.5,NA,0.97,0.6
16,1032,loc5545,7117,27.4,NA,489,NA,NA,5.31,7.5,NA,0.55,0.3
16,1032,loc5546,7118,37,NA,485,NA,NA,6.29,7.7,14.4,0.6,0.5
16,1032,loc5547,7119,43,NA,529,NA,NA,3.77,7.7,NA,0.78,0.33
16,1032,loc5547,7120,24.6,NA,541,NA,NA,4.52,7.1,NA,0.32,0.49
16,1033,loc5548,7121,NA,NA,685,NA,NA,15.3,7.3,NA,0.51,0.3
16,1033,loc5549,7122,NA,NA,665,NA,NA,15.3,7.2,NA,0.52,0.66
16,1033,loc5549,7123,NA,NA,625,0.12,NA,14.1,7.6,9,0.34,0.23
16,1033,loc5550,7124,NA,NA,626,NA,NA,12,7.4,NA,0.37,0.23
16,1033,loc5551,7125,8.2,NA,682,NA,NA,10.3,7.6,14,0.5,0.43
16,1033,loc747,7126,NA,NA,616,NA,NA,NA,7.4,NA,0.71,0.42
16,1033,loc4920,7127,NA,NA,618,NA,NA,NA,7.4,NA,0.73,0.5
16,1034,loc5552,7128,NA,NA,711,NA,NA,13.4,7.4,NA,0.16,0.3
16,1034,loc5553,7129,NA,NA,670,NA,NA,14.1,7.5,NA,0.35,0.3
16,1034,loc5554,7130,NA,NA,623,NA,NA,16,7.4,NA,0.35,0.42
16,1034,loc5555,7131,NA,NA,676,NA,NA,NA,7.3,NA,0.51,0.47
16,1034,loc5556,7132,NA,NA,166,NA,NA,NA,6.9,NA,0.35,0.68
16,1034,loc5557,7133,8.7,NA,629,NA,NA,14.8,7.4,14.6,0.48,0.27
16,1034,loc5558,7134,NA,NA,677,0.11,NA,15,7.4,19.6,0.54,0.26
16,1034,loc5559,7135,NA,NA,652,NA,NA,15.6,7.3,NA,0.46,0.51
16,1035,loc5560,7136,NA,NA,629,NA,NA,26.6,7.3,NA,0.86,0.2
16,1035,loc5561,7137,NA,NA,628,NA,NA,25.6,7.3,NA,0.86,0.7
16,1035,loc5562,7138,NA,NA,629,NA,NA,25.1,7.2,NA,1.01,0.7
16,1035,loc5563,7139,NA,NA,635,NA,NA,25.4,7.3,NA,0.75,0.54
16,1035,loc5563,7140,NA,NA,577,NA,NA,25.6,7.2,15.9,1.08,0.4
16,1035,loc5563,7141,NA,NA,601,NA,NA,26.8,7.2,NA,0.88,0.24
16,1035,loc5374,7142,NA,NA,632,NA,NA,25.2,7.3,NA,1.57,0.4
16,1035,loc5374,7143,NA,NA,577,NA,NA,23.8,7.4,13.9,0.69,0.55
16,1035,loc5564,7144,NA,NA,585,NA,NA,24.4,7.2,NA,0.75,0.47
16,1035,loc5565,7145,NA,NA,630,NA,NA,25.7,7.2,NA,0.97,0.2
16,1035,loc5566,7146,NA,NA,628,NA,NA,25.1,7.3,NA,0.73,1.2
16,1035,loc5566,7147,NA,NA,593,NA,NA,25.5,7.2,NA,0.99,0.2
16,1035,loc5567,7148,NA,NA,634,NA,NA,27.2,7.2,NA,0.96,0.5
16,1035,loc5568,7149,NA,NA,586,NA,NA,25.5,7.2,15.3,0.97,0.26
16,1035,loc5569,7150,NA,NA,575,NA,NA,25.1,7.2,16.2,0.65,0.2
16,1035,loc5570,7151,15.5,NA,572,0.2,494.3,26.4,7.2,15.5,0.67,1.98
16,1035,loc5571,7152,NA,NA,586,NA,NA,24.6,7.3,14,0.96,0.39
16,1035,loc5572,7153,NA,NA,608,NA,NA,27.7,7.1,NA,0.51,0.43
16,1036,loc5573,7154,NA,NA,615,NA,NA,33,7.3,NA,0.43,0.4
16,1036,loc5574,7155,NA,NA,585,NA,NA,34.6,7.2,NA,0.42,0.22
16,1036,loc5575,7156,NA,NA,585,NA,NA,34.2,7.3,NA,0.42,0.26
16,1036,loc5576,7157,NA,NA,601,NA,NA,35.8,7.3,NA,0.34,0.31
16,1036,loc5577,7158,NA,NA,564,NA,NA,32.6,7.2,15,0.43,0.14
16,1036,loc5578,7159,NA,NA,612,NA,NA,32,7.3,NA,0.45,0.2
16,1037,loc5579,7160,NA,NA,511,NA,NA,3.46,7.6,NA,0.62,0.49
16,1037,loc5580,7161,NA,NA,512,NA,NA,3.73,7.5,NA,0.35,0.3
16,1037,loc5581,7162,NA,NA,520,NA,NA,3.73,7.5,NA,0.33,0.4
16,1037,loc5582,7163,NA,NA,512,NA,NA,4.12,7.5,13.4,0.43,0.42
16,1037,loc5583,7164,NA,NA,511,NA,NA,3.91,7.2,13.5,0.6,0.14
16,1037,loc5584,7165,NA,NA,509,NA,NA,3.53,7.6,NA,0.62,0.63
16,1037,loc5585,7166,NA,NA,511,NA,NA,NA,7.5,NA,0.13,0.26
16,1037,loc5586,7167,NA,NA,513,NA,NA,NA,7.5,NA,0.15,0.63
16,1037,loc5587,7168,NA,NA,505,NA,NA,4.15,7.6,NA,0.34,0.31
16,1037,loc5587,7169,NA,NA,510,NA,NA,3.74,7.5,NA,0.45,0.41
16,1037,loc5588,7170,NA,NA,509,0.01,NA,4.15,7.6,11.8,0.56,0.32
16,1037,loc5589,7171,NA,NA,513,NA,NA,NA,7.6,NA,0.54,0.59
16,1037,loc5590,7172,NA,NA,556,NA,NA,3.26,7.6,NA,0.57,0.4
16,1037,loc5590,7173,NA,NA,499,NA,NA,3.97,7.5,NA,0.48,0.13
16,1037,loc5591,7174,NA,NA,552,NA,NA,3.26,7.6,NA,0.47,0.2
16,1037,loc5592,7175,NA,NA,504,NA,NA,4.05,7.4,13.8,0.56,0.11
16,1037,loc5593,7176,NA,NA,513,NA,NA,NA,7.6,NA,0.53,0.55
16,1038,loc5594,7177,NA,NA,320,NA,NA,NA,6.9,NA,0.52,0.37
16,1038,loc5595,7178,NA,NA,320,NA,NA,NA,6.9,NA,0.59,0.4
16,1039,loc5596,7179,16.2,NA,92,0.68,NA,1.2,7.5,5.6,0.82,0.5
16,1039,loc5597,7180,12.2,NA,110,0.64,NA,1.37,7.3,5.9,1.16,0.23
16,1039,loc5598,7181,13.6,NA,105,NA,NA,3.93,7.3,NA,1.16,0.21
16,1039,loc5599,7182,18.2,NA,105,NA,NA,3.81,7.3,NA,NA,0.78
16,1040,loc5600,7183,NA,NA,693,NA,NA,NA,7.7,NA,0.57,0.28
16,1040,loc5601,7184,499.4,NA,152,0.65,32.5,NA,7.6,21.9,0.12,0.6
16,1040,loc5602,7185,50,NA,130,0.7,NA,NA,7.8,NA,0.62,0.3
16,1040,loc5603,7186,50,NA,132,0.7,NA,NA,7.7,NA,0.64,0.39
16,1041,loc5604,7187,55.1,NA,454,0.6,NA,4.74,7.3,8.2,0.37,0.3
16,1041,loc5605,7188,70.9,NA,466,0.7,NA,3.97,7.1,NA,0.25,0.68
16,1041,loc5606,7189,71,NA,468,0.6,NA,4.01,7.2,NA,0.26,0.94
16,1042,loc5607,7190,39,NA,624,0.07,NA,11.2,7.5,14.1,0.43,0.63
16,1042,loc5608,7191,NA,NA,550,NA,NA,NA,7,NA,0.74,0.26
16,1042,loc5609,7192,NA,NA,554,NA,NA,NA,7,NA,0.76,0.35
16,1043,loc5610,7193,43,NA,454,NA,NA,NA,7.1,NA,0.52,0.16
16,1043,loc5611,7194,42,NA,454,NA,NA,NA,7,NA,0.42,0.33
16,1044,loc5612,7195,10,NA,627,NA,NA,9.8,7.2,17.8,0.57,0.31
16,1044,loc5613,7196,NA,NA,573,NA,NA,NA,7.1,NA,0.71,0.42
16,1044,loc5614,7197,NA,NA,552,NA,NA,NA,7,NA,0.63,0.36
16,1044,loc5615,7198,7,NA,599,NA,NA,NA,7.1,NA,0.66,0.47
16,1045,loc5616,7199,30.2,NA,480,0.07,NA,6.8,7.6,14.7,0.42,0.25
16,1045,loc5617,7200,15.6,NA,472,NA,NA,7.31,7.2,NA,0.56,0.2
16,1045,loc5618,7201,15.7,NA,470,NA,NA,7.57,7.2,NA,0.62,0.6
16,1046,loc5619,7202,NA,NA,167,NA,NA,4.61,6.8,NA,0.25,0.22
16,1046,loc5619,7203,NA,NA,161,NA,NA,4.68,6.9,NA,0.51,0.51
16,1046,loc5620,7204,NA,NA,167,NA,NA,5.54,7.1,NA,0.28,0.2
16,1046,loc5621,7205,NA,NA,159,NA,NA,3.3,6.9,NA,0.11,0.24
16,1047,loc5622,7206,14.9,NA,434,NA,NA,5.44,7.4,NA,0.44,0.35
16,1047,loc5623,7207,16.4,NA,434,NA,NA,5.35,7.4,NA,0.48,0.27
16,1047,loc5624,7208,8.1,NA,337,NA,NA,6.53,7.2,NA,0.28,0.3
16,1047,loc5625,7209,NA,NA,350,NA,NA,6.44,7.2,NA,0.57,0.1
16,1048,loc5626,7210,NA,NA,479,NA,NA,25.5,7.3,15.1,0.93,0.5
16,1048,loc5627,7211,NA,NA,620,NA,NA,26,7.3,NA,0.67,0.5
16,1048,loc5628,7212,NA,NA,620,NA,NA,25.5,7.3,NA,0.68,0.2
16,1049,loc5629,7213,NA,NA,668,NA,NA,NA,7.3,NA,0.31,0.86
16,1049,loc5630,7214,NA,NA,669,NA,NA,NA,7.3,NA,0.4,0.68
16,1049,loc5631,7215,NA,NA,708,NA,NA,29.1,7.3,NA,0.29,0.5
16,1049,loc5631,7216,NA,NA,742,NA,NA,17.2,7.2,20.7,0.25,0.22
16,1050,loc5632,7217,NA,NA,131,NA,NA,0.52,8.7,NA,0.73,0.5
16,1050,loc5632,7218,236.7,NA,150,0.51,NA,NA,7.8,21.6,0.48,0.89
16,1050,loc5632,7219,49,NA,127,0.7,NA,NA,7.7,NA,0.51,0.36
16,1050,loc5632,7220,50,NA,129,0.7,NA,NA,7.7,NA,0.67,0.23
16,1050,loc5633,7221,NA,NA,131,NA,NA,0.6,8.7,NA,0.8,0.2
16,1051,loc5634,7222,NA,NA,412,NA,NA,12.4,7.3,NA,0.34,0.54
16,1051,loc5635,7223,NA,NA,481,NA,NA,18.9,7.5,31.5,0.16,0.5
16,1051,loc5636,7224,NA,NA,396,NA,NA,NA,7.1,NA,0.3,1.42
16,1051,loc5637,7225,NA,NA,395,NA,NA,NA,7.1,NA,0.4,1.3
16,1052,loc5638,7226,46,NA,440,NA,NA,NA,7,NA,0.82,0.33
16,1052,loc5639,7227,42,NA,445,NA,NA,NA,7.1,NA,0.75,0.6
16,1053,loc5640,7228,NA,NA,507,NA,NA,4.13,7.5,NA,0.58,0.52
16,1053,loc5641,7229,5.4,NA,515,NA,NA,4.29,7.4,14.2,0.42,0.27
16,1053,loc5642,7230,NA,NA,533,NA,NA,4.06,7.5,NA,0.54,0.2
16,1053,loc5643,7231,NA,NA,532,NA,NA,3.98,7.5,NA,0.53,0.3
16,1053,loc5644,7232,NA,NA,502,NA,NA,4.11,7.5,NA,0.42,0.2
16,1054,loc5646,7233,NA,NA,504,NA,NA,4.07,7.6,NA,0.55,0.3
16,1054,loc5647,7234,NA,NA,552,NA,NA,4.09,7.6,NA,0.62,0.3
16,1055,loc5648,7235,24.9,NA,406,NA,NA,3.69,7.4,NA,0.4,0.33
16,1055,loc5649,7236,8.5,NA,356,NA,NA,6.28,7.2,NA,0.46,0.3
16,1055,loc5650,7237,8.7,NA,356,NA,NA,6.55,7.2,NA,0.45,0.2
16,1055,loc5651,7238,18.3,NA,439,NA,NA,4.77,7.4,12,0.45,0.17
16,1055,loc5652,7239,32.4,NA,405,NA,NA,3.78,7.4,NA,0.41,0.26
16,1056,loc5653,7240,48,NA,471,0.65,NA,6.31,7.2,9.5,0.3,0.62
16,1056,loc5654,7241,45,NA,460,0.6,NA,6.28,7.2,NA,0.36,0.4
16,1056,loc5655,7242,37.8,NA,455,0.6,NA,4.63,7.2,NA,0.19,0.49
16,1057,loc5656,7243,31.9,NA,463,NA,NA,5.11,7.5,NA,0.89,0.2
16,1057,loc5657,7244,33.9,NA,492,NA,NA,6.06,7.5,NA,0.63,0.41
16,1057,loc5658,7245,38.1,NA,463,NA,NA,6.36,7.4,NA,0.7,0.3
16,1057,loc5659,7246,36.8,NA,466,NA,NA,5.51,7.5,NA,0.76,0.2
16,1057,loc5660,7247,38.7,NA,461,NA,NA,6.25,7.4,NA,0.87,0.3
16,1057,loc5661,7248,31.1,NA,492,NA,NA,6.17,7.6,NA,0.61,0.34
16,1058,loc5662,7249,50.4,NA,520,NA,NA,1.71,7.6,NA,0.58,0.28
16,1058,loc5663,7250,27.3,NA,461,NA,NA,6.12,7.5,NA,0.84,0.4
16,1058,loc5664,7251,55.6,NA,521,NA,NA,1.67,7.6,NA,0.57,0.3
16,1058,loc5665,7252,21.7,NA,452,NA,NA,9.77,7.1,16.1,0.69,0.32
16,1058,loc5666,7253,27.3,NA,468,NA,NA,6.24,7.5,NA,0.86,0.2
16,1059,loc5667,7254,NA,NA,715,0.1,NA,15.5,7.4,NA,0.38,0.3
16,1059,loc5668,7255,39.1,NA,461,0.06,NA,4.74,7.2,8,0.21,0.29
16,1059,loc5669,7256,33,NA,472,0.6,NA,8.44,7,NA,0.32,0.3
16,1060,loc5670,7257,56,NA,497,NA,NA,NA,7.6,NA,0.31,0.57
16,1060,loc5671,7258,55,NA,497,NA,NA,NA,7.5,NA,0.22,0.48
16,1061,loc5672,7259,22.4,NA,448,0.7,NA,NA,7.2,NA,0.81,0.4
16,1061,loc5673,7260,21.1,NA,443,0.7,NA,NA,7.2,NA,0.85,0.37
16,1061,loc5674,7261,45.1,NA,461,0.6,NA,4.77,7.2,NA,0.45,0.37
16,1061,loc5675,7262,40.9,NA,464,0.64,NA,3.45,7.2,9.1,0.27,0.3
16,1061,loc5676,7263,48.7,NA,456,0.6,NA,4.77,7.3,NA,0.58,0.28
16,1062,loc5677,7264,NA,NA,583,NA,NA,20.6,7.5,NA,0.28,0.1
16,1062,loc5678,7265,NA,NA,571,NA,NA,23.2,7.3,13.8,0.34,0.47
16,1062,loc5679,7266,NA,NA,583,NA,NA,20.9,7.5,NA,0.31,0.2
16,1062,loc5680,7267,NA,NA,NA,NA,NA,22.24,7.5,NA,NA,NA
16,1062,loc5680,7268,NA,NA,533,NA,NA,20.64,8.44,NA,NA,NA
16,1062,loc5680,7269,NA,NA,NA,NA,8,22.28,7.3,NA,NA,NA
16,1062,loc5680,7270,NA,NA,NA,NA,NA,25.96,7.3,NA,NA,NA
16,1062,loc5680,7271,NA,0.03,570,NA,NA,23.61,7.6,NA,NA,NA
16,1062,loc5680,7272,NA,NA,NA,NA,NA,25.83,7.24,NA,NA,NA
16,1063,loc5681,7273,NA,NA,472,NA,NA,16,7.1,NA,0.61,0.44
16,1063,loc5682,7274,NA,NA,471,NA,NA,1.61,7,NA,0.22,0.62
16,1064,loc5683,7275,38.6,NA,528,NA,NA,13.8,7.6,NA,0.59,0.46
16,1064,loc5684,7276,43.4,NA,520,NA,NA,14.2,7.6,NA,0.39,0.13
16,1065,loc5685,7277,NA,NA,554,NA,NA,NA,7,NA,0.79,0.77
16,1065,loc5686,7278,NA,NA,554,NA,NA,NA,7.5,NA,0.77,0.42
16,1066,loc5687,7279,44.4,NA,454,0.6,NA,4.81,7.1,NA,0.17,0.28
16,1066,loc5688,7280,45.2,NA,458,0.6,NA,4.68,7.1,NA,0.22,0.27
16,1067,loc5689,7281,58.2,NA,456,0.7,NA,1.4,7,NA,0.62,0.62
16,1067,loc5690,7282,62.8,NA,450,0.7,NA,1.73,7,NA,0.78,0.5
16,1068,loc5691,7283,25.9,NA,513,NA,NA,8.69,7.4,NA,0.57,0.2
16,1068,loc5692,7284,61.1,NA,507,NA,NA,7.79,7.9,NA,0.61,0.45
16,1068,loc5693,7285,19.6,NA,445,NA,NA,6.58,7.3,NA,0.92,0.2
16,1068,loc5694,7286,45.3,NA,569,0.1,NA,7.91,7.7,15.9,0.96,0.28
16,1068,loc5695,7287,23.8,NA,454,NA,NA,6.86,7.3,NA,0.89,0.3
16,1068,loc5696,7288,23.9,NA,457,NA,NA,8.97,7.4,NA,0.93,0.3
16,1068,loc5696,7289,58.6,NA,507,NA,NA,6.27,7.8,NA,0.58,0.35
16,1069,loc5697,7290,NA,NA,420,NA,NA,6.51,7.3,NA,0.1,0.2
16,1069,loc5698,7291,NA,NA,350,NA,NA,8.63,7.3,NA,0.6,0.3
16,1070,loc5699,7292,45.4,NA,491,0.6,NA,6.32,7.1,NA,0.75,0.3
16,1070,loc5700,7293,44.4,NA,481,0.6,NA,6.23,7.1,NA,0.75,0.3
16,1070,loc5701,7294,46,NA,450,NA,NA,NA,7.1,NA,0.79,0.29
16,1070,loc5702,7295,44,NA,453,NA,NA,NA,7,NA,0.75,0.26
16,1071,loc5703,7296,NA,NA,681,NA,NA,37.9,7.3,NA,0.31,0.17
16,1071,loc5704,7297,NA,NA,489,NA,NA,18.9,7.4,NA,0.3,0.2
16,1071,loc5705,7298,NA,NA,275,NA,NA,9.48,7.2,NA,0.6,0.5
16,1071,loc5706,7299,NA,NA,298,NA,NA,10.9,7,9.8,0.44,0.39
16,1071,loc5707,7300,NA,NA,609,NA,NA,45.2,7.3,NA,0.18,0.27
16,1072,loc5708,7301,NA,NA,162,NA,NA,NA,6.8,NA,0.38,0.39
16,1072,loc5709,7302,NA,NA,163,NA,NA,NA,6.8,NA,0.5,0.26
16,1072,loc5710,7303,NA,NA,179,NA,NA,5.01,6.8,NA,0.58,0.3
16,1072,loc5711,7304,NA,NA,164,NA,NA,4.7,6.6,7.8,0.41,0.23
16,1072,loc5711,7305,NA,NA,159,NA,NA,NA,6.8,NA,0.34,0.39
16,1072,loc5712,7306,NA,NA,163,NA,NA,NA,6.8,NA,0.54,0.25
16,1073,loc5713,7307,12.4,0.04,548,NA,NA,NA,7,NA,0.89,0.45
16,1073,loc5714,7308,NA,NA,567,NA,NA,NA,7.1,NA,0.78,0.23
16,1073,loc5715,7309,13,NA,629,NA,NA,10.9,7.3,18.9,0.79,0.5
16,1074,loc5716,7310,NA,NA,591,NA,NA,26,7.2,NA,0.98,0.5
16,1074,loc5716,7311,NA,NA,816,NA,NA,0.45,7.6,NA,2.2,1.2
16,1074,loc5716,7312,NA,NA,575,NA,NA,NA,7.3,NA,0.49,0.34
16,1075,loc5717,7313,NA,NA,666,NA,NA,0.32,7.2,NA,NA,0.52
16,1075,loc5717,7314,NA,NA,637,NA,NA,NA,7.2,NA,NA,0.16
16,1076,loc5717,7315,NA,NA,32.3,NA,NA,NA,5.6,NA,NA,0.53
16,1076,loc5717,7316,NA,0.09,520,NA,570,NA,6.8,NA,NA,1.35
16,1077,loc5718,7317,NA,NA,777,NA,NA,19.3,7.2,NA,0.77,0.45
16,1077,loc5718,7318,NA,NA,720,NA,NA,NA,7.2,NA,NA,0.42
16,1078,loc5719,7319,NA,0.09,569,NA,307,0.65,7.7,NA,NA,3.4
16,1079,loc5720,7320,NA,NA,700,NA,NA,9.46,7.2,NA,NA,0.5
16,1079,loc5720,7321,NA,NA,773,NA,NA,18.1,7.1,NA,NA,0.6
16,1079,loc5717,7322,NA,NA,695,NA,NA,9.35,7.2,NA,NA,0.5
16,1079,loc5717,7323,NA,NA,774,NA,NA,18,7,NA,NA,0.69
16,1080,loc5721,7324,NA,NA,514,NA,NA,0.01,7.7,NA,NA,0.31
16,1080,loc5721,7325,NA,NA,500,NA,NA,NA,7.7,NA,NA,0.36
16,1081,loc5722,7326,NA,NA,961,NA,NA,6.84,7.5,NA,0.76,0.5
16,1081,loc5722,7327,NA,NA,890,NA,NA,5.94,7.4,NA,0.5,0.49
16,1082,loc5717,7328,NA,NA,687,NA,NA,4.49,7.4,NA,NA,0.74
16,1082,loc5717,7329,NA,NA,690,NA,1100,NA,7.3,NA,0.4,9.72
16,1083,loc5723,7330,NA,NA,488,NA,NA,5.52,7.4,NA,NA,0.26
16,1083,loc5723,7331,NA,NA,497,NA,NA,NA,7.5,NA,NA,0.12
16,1084,loc5717,7332,NA,NA,718,NA,NA,36.2,7.2,NA,NA,0.5
16,1084,loc5717,7333,NA,NA,663,NA,NA,19.4,7.2,NA,NA,0.37
16,1085,loc5724,7334,NA,NA,653,NA,20.6,9.76,7.2,NA,NA,0.66
16,1085,loc5724,7335,NA,NA,639,NA,76,NA,7.4,NA,NA,1.41
16,1086,loc5725,7336,NA,NA,760,NA,NA,15.2,7,NA,0,0.06
16,1086,loc5725,7337,NA,NA,764,NA,NA,1.81,7.3,NA,NA,0.3
16,1087,loc5726,7338,NA,NA,523,NA,NA,6.26,7.7,NA,2.2,0.32
16,1087,loc5726,7339,NA,NA,456,NA,NA,NA,7.3,NA,2.2,0.48
16,1088,loc5727,7340,NA,NA,505,0.12,NA,NA,7.5,27,0.44,0.58
16,1088,loc4290,7341,NA,NA,533,NA,NA,NA,7.7,NA,0.41,0.6
16,1088,loc5728,7342,NA,NA,532,NA,NA,NA,7.6,NA,0.38,0.5
16,1089,loc5729,7343,NA,NA,410,0.08,NA,13.5,7.3,7.9,0.11,0.38
16,1089,loc5730,7344,NA,NA,427,NA,NA,13.6,7.3,NA,0.09,0.3
16,1089,loc5731,7345,NA,NA,427,NA,NA,13.4,7.5,NA,0.12,0.4
16,1090,loc5732,7346,NA,NA,406,NA,NA,16.6,7,NA,0.43,0.2
16,1090,loc5733,7347,NA,0.04,404,NA,NA,16.5,7.1,NA,0.27,0.3
16,1090,loc5734,7348,NA,NA,289,NA,NA,14,6.7,9.7,0.33,0.23
16,1090,loc5680,7349,NA,NA,NA,NA,NA,16.75,7,NA,NA,NA
16,1090,loc5680,7350,NA,NA,NA,NA,NA,15.28,7.08,NA,NA,NA
16,1090,loc5680,7351,NA,NA,NA,NA,NA,15.5,6.8,NA,NA,NA
16,1090,loc5680,7352,NA,NA,NA,NA,NA,19.36,6.66,NA,NA,NA
16,1090,loc5680,7353,NA,0.03,315,NA,NA,16.21,6.7,NA,NA,NA
16,1091,loc5735,7354,NA,NA,566,NA,NA,18.4,7.3,NA,0.28,0.1
16,1091,loc5736,7355,NA,NA,568,NA,NA,18.3,7.3,NA,0.27,0.1
16,1091,loc5737,7356,NA,NA,463,NA,NA,8.74,7.5,29.6,0.13,0.42
16,1091,loc5680,7357,NA,NA,NA,NA,NA,10.99,7.7,NA,NA,NA
16,1091,loc5680,7358,NA,NA,NA,NA,NA,11.25,8,NA,NA,NA
16,1091,loc5680,7359,NA,NA,NA,NA,NA,10.72,7.6,NA,NA,NA
16,1091,loc5680,7360,NA,0.05,548,NA,NA,25.03,7.01,NA,NA,NA
16,1091,loc5680,7361,NA,NA,NA,NA,NA,12.27,7.39,NA,NA,NA
16,1091,loc5680,7362,NA,0.03,567,NA,NA,23.57,7.6,NA,NA,NA
16,1091,loc5680,7363,NA,NA,NA,NA,NA,24.14,7.2,NA,NA,NA
16,1092,loc5738,7364,NA,NA,410,NA,NA,16.2,7.2,10.4,0.56,0.42
16,1092,loc5738,7365,NA,NA,418,NA,NA,NA,7.3,NA,0.23,0.18
16,1092,loc5739,7366,NA,NA,417,NA,NA,NA,7.2,NA,0.2,0.18
16,1092,loc5740,7367,NA,NA,416,NA,NA,NA,7.2,NA,0.49,0.27
16,1093,loc5741,7368,NA,NA,277,NA,NA,20,7.3,NA,0.34,0.5
16,1093,loc5742,7369,NA,NA,265,NA,NA,19.7,7.2,10.2,0.27,0.39
16,1093,loc5743,7370,NA,NA,278,NA,NA,19.8,7.3,NA,0.27,0.3
16,1094,loc5744,7371,NA,0.07,117,NA,NA,2.9,5.5,NA,0.07,0.3
16,1094,loc5745,7372,NA,NA,116,NA,NA,2.37,5.3,NA,0.08,0.5
16,1094,loc5746,7373,90.1,NA,111,NA,178.7,2.98,5.4,14,0.13,1.23
16,1094,loc5747,7374,NA,NA,119,NA,NA,3.64,5.6,NA,0.18,0.3
16,1094,loc5748,7375,NA,NA,120,NA,NA,3.55,5.5,NA,0.14,0.2
16,1095,loc5749,7376,NA,NA,799,NA,NA,19,7,NA,0.18,0.5
16,1095,loc5750,7377,NA,NA,802,NA,NA,18.7,7.1,NA,0.42,0.2
16,1095,loc5750,7378,NA,NA,797,NA,NA,19,7.1,NA,0.32,0.4
16,1095,loc5751,7379,NA,NA,801,NA,NA,19,7,NA,0.48,0.5
16,1095,loc5751,7380,NA,NA,800,NA,NA,16.8,7,NA,0.35,0.5
16,1096,loc5752,7381,NA,NA,649,NA,NA,8.8,7.3,NA,0.25,0.2
16,1096,loc5753,7382,NA,NA,648,NA,NA,7.91,7.2,NA,0.15,0.23
16,1096,loc5754,7383,NA,NA,624,NA,NA,7.02,7.3,13.6,0.41,0.25
16,1097,loc5755,7384,NA,NA,750,NA,NA,NA,7.3,NA,0.24,0.23
16,1097,loc5756,7385,14.3,NA,757,NA,21,18.2,7.3,15.1,1.02,0.6
16,1097,loc5757,7386,NA,NA,749,NA,NA,NA,7.4,NA,0.25,0.66
16,1097,loc5680,7387,NA,NA,NA,NA,13,49.44,7.1,NA,NA,NA
16,1097,loc5680,7388,NA,NA,NA,NA,8,24.45,7.14,NA,NA,NA
16,1097,loc5680,7389,NA,NA,NA,NA,13,25.3,7.9,NA,NA,NA
16,1097,loc5680,7390,NA,NA,846,NA,NA,22.24,7.15,NA,NA,NA
16,1097,loc5680,7391,NA,NA,NA,NA,16,NA,7.19,NA,NA,NA
16,1097,loc5758,7392,NA,NA,752,NA,NA,16.66,7.1,NA,NA,NA
16,1098,loc5759,7393,NA,NA,600,NA,NA,13.8,7.4,14.3,0.09,0.21
16,1098,loc5760,7394,NA,NA,635,NA,NA,NA,7.4,NA,0.17,0.6
16,1098,loc5761,7395,NA,0.05,625,NA,NA,14.2,7.6,NA,0.3,2.5
16,1098,loc5762,7396,NA,NA,635,NA,NA,NA,7.5,NA,0.23,0.22
16,1098,loc5680,7397,NA,NA,NA,NA,53,12.18,7,NA,NA,1.32
16,1098,loc5680,7398,NA,NA,NA,NA,NA,13.11,8.37,NA,NA,NA
16,1098,loc5680,7399,NA,NA,NA,NA,NA,12.8,7.5,NA,NA,NA
16,1098,loc5680,7400,NA,NA,NA,NA,NA,17.68,7.11,NA,NA,NA
16,1098,loc5680,7401,NA,0.03,610,NA,NA,15.37,7.5,NA,NA,NA
